* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/25 23:21:28
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP L 7K
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1225.732178 69.284 -133.4835
1234.614380 69.333 -133.1984
1243.560913 69.383 -132.9145
1252.572266 69.434 -132.6344
1261.648926 69.488 -132.3565
1270.791382 69.544 -132.0774
1280.000000 69.603 -131.7955
1289.275391 69.664 -131.5115
1298.618042 69.726 -131.2275
1308.028320 69.786 -130.9456
1317.506836 69.844 -130.6663
1327.054077 69.900 -130.3885
1336.670410 69.954 -130.1098
1346.356567 70.007 -129.8241
1356.112793 70.061 -129.5262
1365.939697 70.114 -129.2188
1375.837891 70.165 -128.9090
1385.807739 70.213 -128.5992
1395.849854 70.259 -128.2879
1405.964844 70.304 -127.9741
1416.152954 70.350 -127.6567
1426.415039 70.397 -127.3343
1436.751465 70.443 -127.0078
1447.162720 70.488 -126.6794
1457.649414 70.534 -126.3507
1468.212158 70.581 -126.0225
1478.851440 70.629 -125.6939
1489.567871 70.678 -125.3626
1500.361816 70.728 -125.0275
1511.234131 70.779 -124.6892
1522.185059 70.829 -124.3480
1533.215454 70.880 -124.0027
1544.325806 70.931 -123.6528
1555.516602 70.983 -123.2982
1566.788574 71.035 -122.9390
1578.142090 71.087 -122.5759
1589.578003 71.139 -122.2115
1601.096680 71.191 -121.8475
1612.698975 71.244 -121.4816
1624.385254 71.298 -121.1098
1636.156250 71.354 -120.7304
1648.012451 71.411 -120.3442
1659.954590 71.468 -119.9528
1671.983398 71.526 -119.5589
1684.099243 71.585 -119.1648
1696.302856 71.644 -118.7719
1708.594971 71.705 -118.3788
1720.976196 71.768 -117.9832
1733.447144 71.832 -117.5829
1746.008423 71.897 -117.1767
1758.660645 71.962 -116.7646
1771.404663 72.029 -116.3480
1784.240967 72.096 -115.9291
1797.170288 72.167 -115.5113
1810.193359 72.239 -115.0982
1823.310791 72.314 -114.6917
1836.523193 72.391 -114.2909
1849.831421 72.469 -113.8949
1863.236084 72.548 -113.5048
1876.737793 72.628 -113.1217
1890.337524 72.708 -112.7453
1904.035645 72.789 -112.3738
1917.833008 72.871 -112.0056
1931.730469 72.953 -111.6411
1945.728638 73.037 -111.2804
1959.828125 73.121 -110.9232
1974.029907 73.206 -110.5690
1988.334473 73.293 -110.2163
2002.742798 73.382 -109.8642
2017.255493 73.473 -109.5125
2031.873291 73.567 -109.1614
2046.597168 73.662 -108.8110
2061.427734 73.758 -108.4612
2076.365479 73.855 -108.1134
2091.411865 73.953 -107.7703
2106.566895 74.052 -107.4337
2121.832031 74.154 -107.1044
2137.207764 74.258 -106.7831
2152.694824 74.365 -106.4697
2168.294189 74.473 -106.1642
2184.006592 74.583 -105.8688
2199.832764 74.695 -105.5853
2215.773682 74.807 -105.3134
2231.830078 74.922 -105.0518
2248.002686 75.039 -104.7995
2264.292725 75.159 -104.5557
2280.700684 75.280 -104.3205
2297.227539 75.403 -104.0959
2313.874268 75.527 -103.8857
2330.641602 75.653 -103.6943
2347.530273 75.782 -103.5255
2364.541504 75.914 -103.3813
2381.676025 76.048 -103.2629
2398.934570 76.184 -103.1685
2416.318359 76.322 -103.0939
2433.827881 76.461 -103.0363
2451.464355 76.602 -102.9967
2469.228760 76.744 -102.9769
2487.121826 76.887 -102.9778
2505.144531 77.030 -103.0010
2523.297852 77.173 -103.0499
2541.582764 77.316 -103.1288
2560.000000 77.457 -103.2411
2578.550781 77.596 -103.3890
2597.236084 77.731 -103.5727
2616.056641 77.864 -103.7913
2635.013672 77.993 -104.0439
2654.108154 78.120 -104.3307
2673.340820 78.245 -104.6519
2692.713135 78.367 -105.0059
2712.225586 78.486 -105.3888
2731.879395 78.600 -105.7967
2751.675781 78.710 -106.2262
2771.615479 78.815 -106.6744
2791.699707 78.915 -107.1401
2811.929688 79.012 -107.6224
2832.305908 79.103 -108.1204
2852.830078 79.190 -108.6325
2873.502930 79.272 -109.1568
2894.325439 79.347 -109.6904
2915.298828 79.417 -110.2307
2936.424316 79.480 -110.7749
2957.702881 79.536 -111.3206
2979.135742 79.588 -111.8663
3000.723633 79.633 -112.4118
3022.468262 79.673 -112.9566
3044.370117 79.706 -113.4997
3066.430908 79.732 -114.0389
3088.651611 79.752 -114.5704
3111.033203 79.766 -115.0898
3133.577148 79.774 -115.5928
3156.284180 79.776 -116.0753
3179.156006 79.772 -116.5331
3202.193359 79.762 -116.9618
3225.397949 79.746 -117.3577
3248.770508 79.723 -117.7173
3272.312500 79.696 -118.0372
3296.024902 79.664 -118.3123
3319.909180 79.628 -118.5380
3343.966797 79.591 -118.7117
3368.198486 79.554 -118.8333
3392.605713 79.520 -118.9060
3417.189941 79.489 -118.9384
3441.952393 79.462 -118.9447
3466.894287 79.441 -118.9424
3492.016846 79.424 -118.9500
3517.321289 79.413 -118.9832
3542.809326 79.404 -119.0532
3568.481934 79.397 -119.1654
3594.340576 79.389 -119.3210
3620.386719 79.379 -119.5172
3646.621582 79.363 -119.7465
3673.046387 79.342 -119.9979
