* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/20 13:50:54
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP L
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2215.773682 75.339 -105.9723
2231.830078 75.453 -105.6758
2248.002686 75.569 -105.3899
2264.292725 75.686 -105.1155
2280.700684 75.806 -104.8529
2297.227539 75.927 -104.6031
2313.874268 76.050 -104.3688
2330.641602 76.174 -104.1520
2347.530273 76.301 -103.9530
2364.541504 76.430 -103.7733
2381.676025 76.562 -103.6154
2398.934570 76.696 -103.4811
2416.318359 76.832 -103.3701
2433.827881 76.969 -103.2814
2451.464355 77.107 -103.2172
2469.228760 77.246 -103.1810
2487.121826 77.386 -103.1744
2505.144531 77.527 -103.1974
2523.297852 77.668 -103.2506
2541.582764 77.808 -103.3339
2560.000000 77.948 -103.4465
2578.550781 78.086 -103.5892
2597.236084 78.222 -103.7641
2616.056641 78.354 -103.9735
2635.013672 78.484 -104.2202
2654.108154 78.612 -104.5060
2673.340820 78.738 -104.8306
2692.713135 78.862 -105.1909
2712.225586 78.982 -105.5828
2731.879395 79.099 -106.0039
2751.675781 79.211 -106.4519
2771.615479 79.318 -106.9237
2791.699707 79.421 -107.4165
2811.929688 79.520 -107.9284
2832.305908 79.614 -108.4575
2852.830078 79.704 -109.0019
2873.502930 79.788 -109.5603
2894.325439 79.865 -110.1319
2915.298828 79.936 -110.7154
2936.424316 80.000 -111.3075
2957.702881 80.058 -111.9051
2979.135742 80.111 -112.5070
3000.723633 80.158 -113.1135
3022.468262 80.198 -113.7240
3044.370117 80.231 -114.3367
3066.430908 80.258 -114.9491
3088.651611 80.278 -115.5578
3111.033203 80.292 -116.1585
3133.577148 80.299 -116.7479
3156.284180 80.301 -117.3240
3179.156006 80.297 -117.8850
3202.193359 80.286 -118.4291
3225.397949 80.268 -118.9533
3248.770508 80.244 -119.4525
3272.312500 80.215 -119.9211
3296.024902 80.180 -120.3573
3319.909180 80.140 -120.7636
3343.966797 80.096 -121.1438
3368.198486 80.046 -121.5013
3392.605713 79.992 -121.8385
3417.189941 79.933 -122.1547
3441.952393 79.870 -122.4470
3466.894287 79.803 -122.7120
3492.016846 79.732 -122.9480
3517.321289 79.657 -123.1552
3542.809326 79.580 -123.3342
3568.481934 79.500 -123.4848
3594.340576 79.419 -123.6071
3620.386719 79.337 -123.7000
3646.621582 79.254 -123.7615
3673.046387 79.171 -123.7887
3699.662842 79.088 -123.7795
3726.472168 79.005 -123.7326
3753.475586 78.921 -123.6472
3780.675049 78.837 -123.5231
3808.071289 78.752 -123.3604
3835.666016 78.667 -123.1599
3863.460938 78.583 -122.9228
3891.457275 78.499 -122.6500
3919.656250 78.416 -122.3414
3948.059814 78.337 -121.9983
3976.668945 78.260 -121.6248
4005.485596 78.187 -121.2283
4034.510986 78.116 -120.8180
4063.746582 78.047 -120.4027
4093.194336 77.979 -119.9896
4122.855469 77.910 -119.5854
4152.730957 77.838 -119.1944
4182.823730 77.763 -118.8180
4213.133789 77.685 -118.4555
4243.664062 77.604 -118.1011
4274.415527 77.520 -117.7441
4305.389648 77.435 -117.3724
4336.588379 77.353 -116.9776
4368.013184 77.275 -116.5574
4399.665527 77.201 -116.1149
4431.547363 77.130 -115.6554
4463.660156 77.064 -115.1799
4496.005371 77.002 -114.6841
4528.585449 76.943 -114.1620
4561.401367 76.888 -113.6120
4594.455078 76.836 -113.0385
4627.748535 76.786 -112.4484
4661.283203 76.736 -111.8484
4695.060547 76.687 -111.2409
4729.083008 76.637 -110.6224
4763.352051 76.588 -109.9863
4797.869141 76.541 -109.3296
4832.636719 76.495 -108.6565
4867.655762 76.451 -107.9759
4902.928711 76.407 -107.2969
4938.457520 76.364 -106.6254
4974.243652 76.320 -105.9607
5010.289062 76.277 -105.2979
5046.595703 76.234 -104.6323
5083.165527 76.191 -103.9616
5120.000000 76.145 -103.2845
